provnum,STATE,overall_rating,survey_rating,quality_rating,staffing_rating,WEIGHTED_ALL_CYCLES_SCORE,SFF
55163,CA,5,3,5,4,64.667,N
55167,CA,2,1,5,2,216,N
55168,CA,5,4,5,4,40.667,N
55169,CA,5,3,5,5,57.333,N
55170,CA,3,3,4,3,63.333,N
55173,CA,5,5,5,3,8.667,N
55175,CA,3,2,3,4,68,N
55181,CA,2,2,5,1,66.667,N
55182,CA,2,1,5,4,156.333,N
55183,CA,2,1,2,4,157.833,N
55185,CA,5,5,3,3,16,N
55187,CA,5,3,5,4,62,N
55188,CA,5,3,5,4,56.667,N
55189,CA,5,3,5,4,52,N
55191,CA,5,5,5,2,8.667,N
55192,CA,5,4,5,2,33.333,N
55196,CA,4,2,5,4,94.667,N
55199,CA,2,1,4,4,101.5,N
55201,CA,3,3,5,1,52,N
55202,CA,4,3,5,3,52.667,N
55203,CA,5,3,5,4,52.667,N
55204,CA,5,5,3,3,20.667,N
55206,CA,2,2,4,2,99.333,N
55208,CA,1,1,4,3,121.333,N
55210,CA,5,4,5,5,33.333,N
55211,CA,3,2,2,5,73.333,N
55212,CA,5,4,5,3,38,N
55213,CA,3,2,5,3,86,N
55215,CA,5,3,5,4,46.667,N
55222,CA,3,2,5,3,93.5,N
55223,CA,4,2,5,5,80.667,N
55237,CA,5,3,5,5,51.333,N
55239,CA,3,2,2,4,88.667,N
55240,CA,4,3,5,3,51.333,N
55241,CA,4,3,3,4,52,N
55242,CA,5,5,5,4,10.667,N
55247,CA,4,2,5,4,72,N
55249,CA,5,5,5,2,22.667,N
55252,CA,3,2,5,3,78.667,N
55253,CA,2,1,4,4,153.667,N
55255,CA,1,1,4,3,348,N
55256,CA,4,3,3,4,57.333,N
55258,CA,2,2,2,3,97,N
55259,CA,4,3,3,4,54,N
55261,CA,3,2,5,3,74.667,N
55262,CA,5,4,5,5,36,N
55268,CA,2,2,4,3,82,N
55271,CA,5,5,4,2,6.667,N
55276,CA,3,2,5,3,66.667,N
55280,CA,3,2,3,4,71.333,N
55282,CA,4,2,5,4,91.333,N
55283,CA,5,5,5,5,8.667,N
55286,CA,5,4,5,3,33.333,N
55287,CA,3,2,5,3,86.667,N
55288,CA,5,3,5,4,66,N
55289,CA,5,4,5,3,29.333,N
55292,CA,4,4,4,4,32,N
55293,CA,2,1,4,4,123.667,N
55296,CA,3,3,3,3,53.333,N
55297,CA,5,4,5,3,41.333,N
55298,CA,5,4,5,4,43.333,N
55299,CA,1,1,4,3,205,N
55303,CA,5,5,5,5,19.333,N
55304,CA,3,2,3,4,80.667,N
55305,CA,4,4,3,4,26,N
55307,CA,2,1,3,4,443.333,N
55308,CA,4,3,5,3,62.667,N
55310,CA,5,4,5,3,38,N
55311,CA,3,2,5,3,68,N
55315,CA,4,3,5,2,61.333,N
55316,CA,5,3,5,4,47.333,N
55318,CA,3,2,4,4,98.667,N
55322,CA,1,1,3,3,107.833,N
55328,CA,4,3,5,3,55.333,N
55329,CA,3,3,5,1,56.667,N
55330,CA,4,3,5,3,51.333,N
55331,CA,3,2,2,5,98.667,N
55334,CA,3,2,3,4,89.833,N
55335,CA,5,4,5,4,36,N
55338,CA,4,4,2,4,40,N
55341,CA,4,4,4,4,36.667,N
55342,CA,2,1,5,4,194,N
55344,CA,2,1,5,3,172.167,N
55350,CA,1,1,4,3,156.667,N
55353,CA,5,4,5,5,38,N
55354,CA,3,2,3,4,69.333,N
55356,CA,5,4,3,5,39.333,N
55360,CA,5,3,5,4,58.667,N
55361,CA,4,2,5,4,70.667,N
55364,CA,1,1,4,3,185.667,N
55367,CA,5,4,5,4,36.667,N
55372,CA,2,2,4,2,68.667,N
55374,CA,2,1,5,4,114,N
55376,CA,4,2,5,4,88,N
55387,CA,5,4,5,4,28,N
55388,CA,5,3,5,4,46,N
55394,CA,4,3,5,3,58,N
55401,CA,3,3,5,1,61.333,N
55402,CA,3,2,5,2,71.333,N
55407,CA,2,2,4,3,80.667,N
55408,CA,2,1,3,4,371.667,N
55409,CA,2,1,3,4,148,N
55410,CA,4,4,4,,42,N
55412,CA,4,2,5,4,87.333,N
55417,CA,5,5,5,,24,N
55423,CA,4,4,3,2,40.667,N
55430,CA,3,2,5,3,101.333,N
55434,CA,5,4,5,2,36.667,N
55435,CA,5,5,5,4,16.667,N
55438,CA,4,3,4,4,50.667,N
55441,CA,5,3,5,4,66,N
55443,CA,2,1,3,5,117.667,N
55446,CA,5,3,5,4,49.333,N
55448,CA,3,2,5,3,101.333,N
55449,CA,2,2,4,3,89.333,N
55454,CA,5,5,5,4,22,N
55457,CA,3,2,5,3,68,N
55459,CA,3,2,5,3,96.667,N
55461,CA,2,1,5,4,228,N
55462,CA,5,4,2,5,35.333,N
55464,CA,5,4,5,4,31.333,N
55466,CA,5,4,5,5,40.667,N
55473,CA,2,1,5,4,181,N
55474,CA,2,1,5,4,146.667,N
55475,CA,4,4,2,3,35.333,N
55476,CA,2,1,5,5,291.5,N
55480,CA,2,1,5,3,114.333,N
55481,CA,5,4,5,4,36,N
55488,CA,5,3,5,4,52.667,N
55489,CA,1,1,4,1,132.833,N
55491,CA,5,4,4,5,27.333,N
55493,CA,5,5,5,5,15.333,N
55494,CA,1,1,1,4,741,N
55497,CA,5,4,5,3,39.333,N
55499,CA,4,2,5,4,79.333,N
55500,CA,3,2,5,3,72,N
55504,CA,2,2,4,3,69.333,N
55505,CA,5,4,5,5,31.333,N
55507,CA,2,1,3,4,116.667,Y
55508,CA,4,2,5,4,94,N
55510,CA,5,4,5,2,35.333,N
55512,CA,5,4,5,4,41.333,N
55516,CA,5,3,5,4,52,N
55517,CA,4,2,5,5,73.333,N
55518,CA,4,4,4,3,42.667,N
55519,CA,3,2,5,3,90.667,N
55523,CA,3,2,5,2,84,N
55525,CA,5,4,5,2,40,N
55526,CA,5,3,5,4,65,N
55527,CA,3,2,5,3,100.667,N
55531,CA,2,1,5,4,185.667,N
55534,CA,5,5,5,,16.667,N
55538,CA,2,1,5,4,97.333,N
55539,CA,5,5,5,4,16.667,N
55540,CA,3,3,3,3,46.667,N
55541,CA,1,1,4,3,118,N
55542,CA,5,4,5,5,31.333,N
55544,CA,4,3,5,3,50,N
55548,CA,4,3,5,2,52,N
55551,CA,1,1,4,3,105.333,N
55557,CA,1,1,3,1,132.333,N
55559,CA,4,2,5,4,90,N
55562,CA,5,4,5,2,26,N
55563,CA,4,3,2,4,49.333,N
55565,CA,2,1,5,3,177,N
55566,CA,4,2,5,4,93.333,N
55568,CA,2,2,4,3,67.333,N
55570,CA,4,3,5,3,46.667,N
55571,CA,4,2,5,4,98,N
55573,CA,5,5,5,2,24,N
55575,CA,5,3,5,4,49.333,N
55581,CA,2,1,5,3,368,N
55585,CA,5,3,5,4,49.333,N
55597,CA,4,2,5,4,84,N
55598,CA,3,3,2,3,49.333,N
55601,CA,1,1,2,3,128,N
55604,CA,1,2,4,1,95.333,N
55608,CA,2,1,5,3,100,N
55612,CA,2,2,4,3,84.667,N
55617,CA,2,2,4,3,74.667,N
55619,CA,2,1,5,3,265.833,N
55622,CA,3,2,5,3,78.667,N
55626,CA,3,3,3,2,48,N
55632,CA,5,4,5,4,25.333,N
55635,CA,5,4,5,4,39.333,N
55640,CA,5,4,5,3,29.333,N
55645,CA,4,3,4,4,64,N
55646,CA,2,1,5,4,161.333,N
55649,CA,3,2,4,4,88,N
55650,CA,5,5,5,4,22.667,N
55653,CA,3,2,4,4,76,N
55656,CA,2,1,4,4,223.333,N
55658,CA,3,3,4,2,64,N
55662,CA,5,5,5,3,21.333,N
55664,CA,3,2,5,2,94.667,N
55670,CA,5,4,5,5,40.667,N
55671,CA,4,3,5,2,64,N
55674,CA,4,3,5,3,52,N
55677,CA,4,4,2,,42.667,N
55684,CA,5,4,5,4,35.333,N
55685,CA,3,2,5,3,86,N
55689,CA,2,1,4,4,108,N
55693,CA,4,2,5,4,72.667,N
55697,CA,5,4,5,,34.667,N
55698,CA,2,1,3,4,299.833,N
55704,CA,4,3,5,2,59.333,N
55706,CA,2,1,5,4,118.667,N
55707,CA,5,4,5,3,33.333,N
55708,CA,3,2,4,4,76.667,N
55710,CA,4,3,5,3,56,N
55711,CA,5,4,5,5,28,N
55715,CA,4,3,3,4,62.667,N
55718,CA,3,2,5,3,77.667,N
55719,CA,5,3,5,4,47.333,N
55728,CA,2,2,3,3,79.333,N
55733,CA,5,3,5,4,46.667,N
55734,CA,4,2,5,4,74.667,N
55735,CA,5,3,5,4,49.333,N
55737,CA,2,1,5,3,142,N
55739,CA,5,3,5,4,46,N
55742,CA,4,3,5,3,52,N
55744,CA,4,2,5,4,80.667,N
55748,CA,1,1,3,3,182,N
55750,CA,4,2,5,4,90,N
55753,CA,2,1,3,4,122.667,N
55755,CA,3,2,5,3,86.667,N
55756,CA,5,3,5,4,54.667,N
55758,CA,2,1,5,1,117.5,N
55760,CA,5,4,5,4,42,N
55761,CA,5,4,5,3,33.333,N
55764,CA,4,3,5,3,55.333,N
55775,CA,3,2,2,4,83.333,N
55776,CA,4,3,3,4,62.333,N
55795,CA,5,4,5,3,46,N
55797,CA,4,3,5,3,59.333,N
55798,CA,5,3,5,4,47.333,N
55799,CA,5,5,5,3,16.667,N
55800,CA,5,3,5,5,50,N
55806,CA,5,3,5,5,52.667,N
55807,CA,2,1,4,5,324.333,N
55809,CA,5,4,5,5,33.333,N
55816,CA,4,3,5,3,56.667,N
55817,CA,5,4,5,4,28,N
55818,CA,4,3,5,3,64,N
55826,CA,2,1,3,4,130,N
55830,CA,2,1,5,4,115,N
55833,CA,5,4,5,3,31.333,N
55839,CA,5,5,3,3,12.667,N
55845,CA,1,1,2,3,114.667,N
55846,CA,5,5,5,4,22.667,N
55848,CA,3,3,4,3,62.667,N
55849,CA,5,5,5,3,18,N
55850,CA,2,1,5,4,192.833,N
55853,CA,3,2,4,4,76.667,N
55854,CA,1,1,4,3,154.333,N
55855,CA,2,1,4,4,108,N
55856,CA,2,2,3,2,85.333,N
55858,CA,4,4,4,3,45.333,N
55861,CA,1,1,2,3,113.833,N
55862,CA,2,2,2,3,82,N
55866,CA,5,4,5,4,45.333,N
55869,CA,1,1,2,,151,N
55870,CA,2,1,5,4,107.333,N
55871,CA,4,4,4,2,27.333,N
55872,CA,5,5,5,4,15.333,N
55873,CA,4,4,4,4,34,N
55874,CA,5,5,5,3,14,N
55876,CA,2,1,2,4,103.667,N
55884,CA,5,3,5,4,66,N
55885,CA,4,3,5,2,47.333,N
55886,CA,5,3,5,4,46.667,N
55887,CA,2,1,2,4,200.167,N
55888,CA,4,3,5,3,53.333,N
55890,CA,3,2,5,3,91.333,N
55892,CA,5,4,5,4,29.333,N
55894,CA,5,3,5,5,61.333,N
55899,CA,1,1,3,3,109.333,N
55906,CA,4,3,5,3,62.667,N
55910,CA,5,5,5,4,15.333,N
55914,CA,3,2,5,3,74.667,N
55916,CA,1,1,4,3,104,N
55917,CA,3,3,4,3,55.333,N
55918,CA,4,3,5,2,56,N
55919,CA,5,3,5,5,58,N
55922,CA,5,4,5,4,44.667,N
55929,CA,4,2,5,4,78,N
55932,CA,1,1,3,3,149.667,N
55935,CA,5,5,4,3,24.667,N
55952,CA,2,1,5,4,102.667,N
55954,CA,5,3,5,4,48,N
55955,CA,5,5,5,3,20.667,N
55956,CA,4,3,3,4,50.667,N
55957,CA,2,2,3,3,100.667,N
55959,CA,5,4,5,3,45.333,N
55960,CA,4,2,5,4,101.333,N
55962,CA,2,2,3,3,94.667,N
55963,CA,3,2,5,3,74,N
55964,CA,5,4,5,3,29.333,N
55968,CA,3,2,5,3,68.667,N
55975,CA,5,4,5,3,32,N
55977,CA,2,1,5,2,139.333,N
55979,CA,5,4,5,4,34,N
55983,CA,5,3,5,4,45.333,N
55984,CA,3,2,5,3,84.333,N
55987,CA,4,2,5,4,68,N
55988,CA,4,4,4,3,32,N
55989,CA,4,3,5,3,49.333,N
55991,CA,5,4,5,5,25.333,N
55992,CA,4,3,4,4,46.667,N
55995,CA,3,2,5,3,66,N
55996,CA,5,5,3,3,17.333,N
56007,CA,3,2,5,3,76.667,N
56008,CA,5,3,5,4,50,N
56010,CA,2,1,5,4,149.333,N
56014,CA,5,4,5,4,42,N
56017,CA,4,3,5,3,60.667,N
56019,CA,2,1,5,3,151.333,N
56021,CA,4,3,2,5,53.333,N
56023,CA,2,2,3,3,88.667,N
56024,CA,2,1,5,4,112.167,N
56026,CA,5,4,5,3,38,N
56031,CA,4,2,5,4,82,N
56035,CA,1,1,4,2,137.333,N
56037,CA,4,3,5,3,46,N
56039,CA,2,1,5,4,312.833,N
56040,CA,4,3,5,3,56,N
56042,CA,4,3,5,2,56,N
56043,CA,1,1,1,3,134.5,N
56048,CA,5,5,5,4,17.333,N
56052,CA,2,2,4,3,75.167,N
56053,CA,4,4,4,3,45.333,N
56055,CA,4,4,3,3,44.667,N
56056,CA,2,1,5,3,169.167,N
56058,CA,5,3,5,4,60.667,N
56062,CA,2,1,5,4,102.667,N
56063,CA,3,2,5,2,71.333,N
56065,CA,2,1,5,3,109.667,N
56066,CA,3,2,5,3,89.333,N
56069,CA,2,2,4,2,94.667,N
56071,CA,5,4,5,5,30.667,N
56072,CA,5,3,5,4,44,N
56073,CA,4,3,3,4,55.333,N
56074,CA,1,1,2,3,502,N
56076,CA,5,3,5,4,65.333,N
56077,CA,5,4,5,5,32,N
56078,CA,2,1,5,4,108.667,N
56079,CA,2,1,5,3,436,N
56080,CA,1,1,4,3,231,N
56082,CA,1,1,3,3,126,N
56083,CA,4,3,5,3,56,N
56084,CA,1,1,4,3,168.833,N
56086,CA,2,1,4,4,235.833,Y
56090,CA,2,1,5,5,113.333,N
56092,CA,4,2,5,4,82.667,N
56095,CA,4,2,5,4,76.667,N
56096,CA,4,4,2,4,28,N
56098,CA,5,3,5,5,62.667,N
56100,CA,5,5,5,1,6,N
56101,CA,5,5,5,4,23.333,N
56103,CA,5,4,5,5,34.667,N
56104,CA,5,3,5,4,48,N
56105,CA,4,2,5,4,83.333,N
56107,CA,5,5,5,4,16.667,N
56109,CA,5,5,5,5,6,N
56110,CA,2,1,5,4,102,N
56111,CA,2,1,5,1,247,N
56113,CA,3,2,5,3,84,N
56114,CA,3,3,2,3,64.667,N
56115,CA,4,3,5,3,64.667,N
56116,CA,5,4,5,4,42,N
56117,CA,1,1,1,1,155.667,N
56118,CA,2,2,1,4,83.333,N
56120,CA,3,2,5,3,101.333,N
56121,CA,3,3,3,3,48,N
56122,CA,4,2,5,4,84.667,N
56123,CA,4,3,,5,45.333,N
56124,CA,1,1,4,2,293.333,N
56125,CA,5,4,5,4,36,N
56127,CA,3,3,4,2,56.667,N
56129,CA,2,1,5,4,178.667,N
56132,CA,3,3,4,3,54.667,N
56133,CA,2,1,5,4,126,N
56136,CA,2,2,5,1,80.667,N
56137,CA,2,1,3,4,133.333,N
56138,CA,5,4,5,3,28.667,N
56139,CA,5,5,5,4,18.667,N
56143,CA,3,2,5,3,93.667,N
56144,CA,4,3,5,3,55.333,N
56145,CA,4,3,5,3,56.667,N
56148,CA,3,2,5,3,67.333,N
56149,CA,4,2,5,4,88,N
56150,CA,4,3,5,3,57.333,N
56151,CA,5,3,5,4,49.333,N
56153,CA,1,1,3,3,288.5,N
56155,CA,5,5,5,4,13.333,N
56157,CA,3,2,5,2,74,N
56158,CA,5,4,5,5,28,N
56159,CA,4,2,5,4,90,N
56162,CA,4,3,5,3,55.333,N
56164,CA,3,2,5,3,74,N
56166,CA,4,2,5,4,98.667,N
56167,CA,3,2,5,3,72.667,N
56168,CA,3,3,4,2,54.667,N
56169,CA,3,2,5,3,76.667,N
56170,CA,5,5,5,3,24.667,N
56174,CA,5,4,5,4,36.667,N
56176,CA,3,2,5,3,78,N
56177,CA,3,2,5,3,86,N
56178,CA,4,4,4,3,38.667,N
56180,CA,5,5,4,5,14.667,N
56182,CA,4,4,4,3,40,N
56183,CA,2,2,3,2,76.667,N
56185,CA,3,2,5,3,68,N
56186,CA,4,3,5,3,64,N
56188,CA,2,1,5,2,149.667,N
56189,CA,5,4,5,5,39.333,N
56190,CA,3,2,5,2,96.667,N
56192,CA,4,2,5,5,74,N
56194,CA,5,4,5,3,38.667,N
56195,CA,1,1,4,3,138.333,N
56198,CA,3,2,2,5,72.667,N
56200,CA,5,4,5,,26.667,N
56201,CA,5,4,5,3,44.667,N
56203,CA,2,1,5,4,164,N
56205,CA,5,4,5,5,24.667,N
56206,CA,3,2,5,3,75.333,N
56207,CA,5,4,5,3,35.333,N
56212,CA,3,2,5,3,80.667,N
56213,CA,4,3,4,4,51.333,N
56214,CA,5,3,5,4,52,N
56215,CA,5,5,5,4,24,N
56216,CA,4,3,2,4,48,N
56218,CA,2,1,5,3,141.667,N
56220,CA,4,3,5,3,63.333,N
56222,CA,2,1,4,4,249.333,N
56225,CA,5,5,5,3,22.667,N
56228,CA,5,4,5,4,38.667,N
56229,CA,3,3,4,2,65.333,N
56231,CA,1,1,3,3,233.333,N
56234,CA,4,3,5,3,47.333,N
56237,CA,2,1,5,1,104.667,N
56238,CA,1,1,3,1,149.833,N
56242,CA,1,2,4,1,68.667,N
56243,CA,5,4,5,4,37.333,N
56244,CA,3,2,4,5,66.667,N
56245,CA,5,5,3,5,17.333,N
56250,CA,1,2,3,1,100,N
56253,CA,2,2,3,3,96.667,N
56258,CA,2,1,3,4,208.5,N
56259,CA,5,4,5,3,38.667,N
56260,CA,3,2,5,3,73.333,N
56261,CA,2,2,4,2,86,N
56266,CA,5,5,5,4,6.667,N
56267,CA,3,3,5,1,60,N
56271,CA,5,3,5,4,60,N
56272,CA,3,2,2,4,73.333,N
56274,CA,3,2,5,3,74.667,N
56279,CA,5,4,5,4,36,N
56280,CA,2,1,4,5,230.667,N
56281,CA,5,5,5,4,4,N
56283,CA,5,4,5,3,40,N
56286,CA,3,3,3,2,52,N
56288,CA,4,4,3,2,39.333,N
56290,CA,5,4,5,5,34.667,N
56291,CA,2,2,4,2,80.667,N
56293,CA,5,4,5,3,41.333,N
56294,CA,1,1,4,1,254,N
56296,CA,1,1,3,3,125.667,N
56298,CA,5,4,5,4,40,N
56300,CA,1,1,4,3,135.333,N
56301,CA,5,5,4,3,16.667,N
56304,CA,2,2,2,2,97.333,N
56308,CA,4,2,5,4,77.333,N
56311,CA,4,3,3,4,45.333,N
56313,CA,2,1,3,4,159,N
56315,CA,3,2,4,4,97.333,N
56316,CA,4,3,4,4,49.333,N
56317,CA,4,2,5,4,70.667,N
56321,CA,3,2,5,3,72.667,N
56322,CA,2,1,5,3,256,N
56324,CA,3,4,3,1,27.333,N
56325,CA,3,3,2,2,53.333,N
56326,CA,2,1,5,4,252.333,N
56327,CA,3,2,4,4,88.667,N
56328,CA,4,2,5,4,100.667,N
56330,CA,5,4,5,4,33.333,N
56331,CA,4,3,5,3,50.667,N
56333,CA,5,3,5,5,57.333,N
56334,CA,1,1,4,2,246,N
56337,CA,4,2,5,4,80,N
56338,CA,5,5,5,3,6.667,N
56345,CA,5,5,5,4,18,N
56346,CA,1,1,3,3,280.5,N
56348,CA,2,2,4,3,76,N
56350,CA,1,1,3,2,164.833,N
56351,CA,2,1,5,4,102.667,N
56353,CA,5,4,5,3,38,N
56359,CA,4,3,4,5,61,N
56360,CA,4,2,5,4,68,N
56361,CA,3,2,4,4,97.333,N
56362,CA,2,1,5,4,104,N
56363,CA,3,2,4,4,67.333,N
56364,CA,4,2,5,5,74.667,N
56365,CA,5,4,5,3,45.333,N
56367,CA,2,1,5,4,136,N
56370,CA,4,4,4,4,26,N
56372,CA,4,2,5,4,70.667,N
56376,CA,2,1,2,4,130,N
56377,CA,4,3,5,3,53.333,N
56378,CA,3,2,5,3,71.333,N
56379,CA,1,2,1,3,86.667,N
56380,CA,2,1,5,2,108.667,N
56381,CA,5,4,3,5,39.333,N
56382,CA,3,2,5,3,70.667,N
56388,CA,5,4,4,5,30.667,N
56389,CA,3,3,4,3,60,N
56391,CA,4,2,5,4,81.333,N
56392,CA,5,3,5,4,50,N
56394,CA,4,2,5,4,91.667,N
56399,CA,3,3,2,2,50,N
56401,CA,4,2,5,5,82.667,N
56405,CA,1,1,3,3,106.667,N
56407,CA,3,2,4,4,97.333,N
56410,CA,5,3,5,4,62,N
56411,CA,4,2,5,4,70.667,N
56412,CA,3,2,4,4,91.333,N
56413,CA,4,3,5,2,49.333,N
56415,CA,4,3,5,3,60,N
56416,CA,1,1,1,4,209.167,N
56417,CA,2,1,5,4,108.333,N
56422,CA,5,4,5,4,25.333,N
56423,CA,3,2,5,3,75.333,N
56425,CA,2,1,5,2,117.333,N
56426,CA,5,3,5,4,62.667,N
56428,CA,2,1,5,5,113.333,N
56429,CA,1,1,4,1,116,N
56430,CA,3,2,4,5,86.667,N
56431,CA,1,1,4,3,137.333,N
56433,CA,3,2,5,3,83.667,N
56435,CA,2,2,4,2,99.333,N
56436,CA,2,1,5,4,346.5,N
56437,CA,5,4,5,4,34,N
56438,CA,5,3,5,4,47.333,N
56443,CA,5,4,5,2,28,N
56444,CA,4,3,3,4,55.333,N
56446,CA,5,4,5,4,40,N
56447,CA,5,4,5,4,26,N
56449,CA,4,4,3,,28,N
56451,CA,4,3,5,3,57.333,N
56456,CA,2,1,3,4,187.333,N
56457,CA,4,4,4,2,26,N
56458,CA,3,2,5,2,96.667,N
56463,CA,4,3,5,3,48,N
56466,CA,4,3,5,3,64.667,N
56471,CA,4,3,4,4,58.667,N
56475,CA,4,3,5,3,50.667,N
56476,CA,4,4,4,3,40.667,N
56477,CA,3,2,5,3,77.333,N
56478,CA,3,2,5,3,94,N
56479,CA,5,4,5,4,43.333,N
56483,CA,4,2,5,4,79.333,N
56485,CA,5,4,5,2,32,N
56487,CA,2,1,5,2,130,N
56488,CA,2,1,5,4,116.667,N
56489,CA,3,2,2,4,99.333,N
56495,CA,5,4,5,4,32,N
56496,CA,5,5,5,4,2.667,N
56499,CA,5,4,4,5,31.333,N
05A021,CA,4,4,2,4,26,N
05A024,CA,5,5,5,3,11.333,N
05A027,CA,4,2,5,4,85.333,N
05A103,CA,5,4,5,4,45.333,N
05A109,CA,5,4,5,3,33.333,N
05A110,CA,4,3,3,4,63.333,N
05A122,CA,3,3,4,2,60.667,N
05A125,CA,5,4,5,3,26.667,N
05A130,CA,3,3,4,3,48,N
05A134,CA,5,4,5,,38.667,N
05A137,CA,5,5,5,3,18.667,N
05A147,CA,5,5,5,5,16.667,N
05A164,CA,4,2,5,4,101.333,N
05A183,CA,1,1,4,2,118.667,N
05A192,CA,5,5,5,5,6.667,N
05A198,CA,5,4,5,2,39.333,N
05A208,CA,5,4,5,3,36.667,N
05A213,CA,5,3,5,4,64.667,N
05A263,CA,3,2,5,3,81.333,N
05A264,CA,5,3,5,4,52,N
05A269,CA,4,3,5,2,54,N
05A277,CA,5,3,5,5,50,N
05A290,CA,5,5,5,4,22.667,N
05A292,CA,5,5,5,5,1.333,N
05A311,CA,5,3,5,4,66.667,N
05A315,CA,5,3,5,5,51.333,N
05A331,CA,5,4,5,5,28.667,N
05A340,CA,5,4,5,4,28,N
05A347,CA,5,3,5,4,48.667,N
05A355,CA,3,2,4,4,82.667,N
05A357,CA,4,3,3,5,54.667,N
05A360,CA,4,4,,4,27.333,N
05A364,CA,4,2,5,4,72,N
05A371,CA,2,2,5,1,85.333,N
05A396,CA,5,4,5,3,46,N
05A397,CA,2,1,5,4,105.333,N
05A408,CA,5,5,5,5,5.333,N
05A411,CA,3,2,5,3,82,N
05A427,CA,5,4,5,5,40,N
05A429,CA,5,5,5,4,0,N
05A431,CA,,,,,0,N
5E+062,CA,5,4,5,,42,N
5E+119,CA,3,2,5,2,85.333,N
65001,CO,2,2,2,3,85.667,N
65009,CO,5,4,5,5,36.667,N
65015,CO,3,2,2,5,78,N
65034,CO,4,3,5,3,53.333,N
65052,CO,5,4,5,4,32,N
65077,CO,4,3,2,4,56.5,N
65089,CO,1,1,1,3,269,N
65092,CO,4,3,4,4,57.333,N
65095,CO,3,2,2,4,66.667,N
65097,CO,3,2,3,5,58.667,N
65100,CO,2,1,2,4,124,N
65108,CO,2,2,2,3,71.333,N
65110,CO,3,2,5,2,78.667,N
65113,CO,4,2,5,4,72,N
65119,CO,2,1,2,4,120,N
65120,CO,4,4,2,4,27.333,N
65121,CO,4,2,5,4,61.333,N
65124,CO,5,5,5,3,15.333,N
65129,CO,5,5,4,5,12.667,N
65139,CO,4,2,5,5,65.333,N
65142,CO,5,5,5,4,21.333,N
65144,CO,2,1,3,5,107.333,N
65146,CO,1,1,4,3,142.5,N
65147,CO,1,1,1,4,146.333,N
65150,CO,2,2,2,3,71.167,N
65152,CO,2,3,1,3,46.667,N
65153,CO,1,1,4,2,110.667,N
65163,CO,4,3,2,4,49.333,N
65165,CO,1,2,4,1,76.667,N
65166,CO,1,1,2,2,133.333,N
65168,CO,1,1,3,3,264.833,N
65169,CO,1,1,1,2,330.333,N
65170,CO,4,4,4,2,40,N
65171,CO,5,3,5,4,42,N
65172,CO,1,2,1,3,83.333,N
65174,CO,2,1,5,1,146.167,N
65175,CO,1,1,3,1,215.5,N
65176,CO,5,4,5,3,24.667,N
65179,CO,2,1,2,5,92.333,N
65181,CO,5,4,5,4,35.333,N
65183,CO,5,4,5,4,36,N
65185,CO,5,4,5,5,36,N
65187,CO,4,4,1,5,28,N
65188,CO,2,2,2,3,67.333,N
65189,CO,4,3,5,3,42.667,N
65191,CO,4,4,4,4,30,N
65192,CO,2,1,2,5,122.667,N
65193,CO,1,1,3,3,117.333,N
65195,CO,2,1,5,3,149.833,N
65196,CO,4,2,5,4,68,N
65198,CO,4,4,3,3,32.667,N
65202,CO,4,3,3,5,57.333,N
65203,CO,2,1,3,4,93.333,N
65206,CO,4,4,4,3,39.333,N
65208,CO,3,2,2,4,76.667,N
65209,CO,5,5,5,4,23.333,N
65211,CO,5,5,4,4,20.667,N
65212,CO,4,3,5,2,50.667,N
65213,CO,4,3,5,3,47.333,N
65214,CO,3,2,3,5,72.667,N
65217,CO,4,2,5,4,60.667,N
65219,CO,2,2,3,2,80.667,N
65220,CO,2,1,5,4,104.667,N
65221,CO,2,1,5,2,125.333,N
65222,CO,2,1,5,2,103.667,N
65223,CO,4,3,5,3,46.667,N
65225,CO,2,1,2,4,234.333,N
65226,CO,1,1,2,2,161.5,N
65227,CO,5,5,5,4,16.667,N
65228,CO,1,1,2,3,125.333,N
65229,CO,1,1,1,2,240,N
65230,CO,3,4,3,1,30.667,N
65231,CO,4,3,4,4,46,N
65232,CO,2,2,2,3,81.333,N
65233,CO,3,2,5,3,85.333,N
65234,CO,5,3,5,4,46,N
65235,CO,2,2,1,4,61.333,N
65236,CO,2,1,4,5,95.333,N
65237,CO,4,2,5,4,66.667,N
65238,CO,1,1,3,3,91.333,N
65239,CO,4,3,5,3,40,N
65240,CO,3,2,2,4,65.333,N
65241,CO,4,3,3,4,50.667,N
65242,CO,5,4,5,3,40.667,N
65243,CO,3,2,5,2,80,N
65244,CO,1,1,1,4,213.333,N
65245,CO,5,4,5,5,34.667,N
65246,CO,5,4,3,5,29.333,N
65247,CO,3,2,4,4,59.333,N
65248,CO,1,1,3,3,120,N
65249,CO,3,2,3,4,62,N
65250,CO,3,2,2,4,56.667,N
65251,CO,5,4,3,5,33.333,N
65252,CO,1,1,1,4,162,N
65253,CO,2,1,3,5,297.167,N
65254,CO,4,4,2,4,31.333,N
65255,CO,4,4,4,4,31.333,N
65256,CO,3,3,3,3,50,N
65257,CO,4,3,4,4,57.333,N
65258,CO,3,2,4,4,74,N
65259,CO,3,2,4,5,76.667,N
65263,CO,1,1,2,2,304.833,N
65264,CO,3,2,2,5,64.667,N
65265,CO,3,2,5,2,86.5,N
65266,CO,4,3,3,4,54.667,N
